planet_name,host_star_id,mission,disposition,orbital_period_days,transit_epoch_bjd,transit_duration_hours,transit_depth_ppm,planet_radius_re,planet_mass_me,equilibrium_temp_k,insolation_flux,eccentricity,inclination_deg,impact_parameter,stellar_teff_k,stellar_radius_rsun,stellar_radius_normal,stellar_mass_msun,mass_rad_ratio,stellar_metallicity,stellar_logg,acc_grav_stellar_surface,ra,dec,tic_id
Kepler-1001 b,11074178,Kepler,CONFIRMED,14.30517579,135.06301,4.535,863,3.05,,693,54.59,,,0.924,5741,0.846,,,,,4.555,358.9219346,286.27386,48.61871,
Kepler-1001 c,11074178,Kepler,CONFIRMED,9.18189122,132.40505,4.343,364,2.17,,804,98.61,,,0.971,5741,0.846,,,,,4.555,358.9219346,286.27386,48.61871,
K02248.04,11030475,Kepler,CANDIDATE,2.64622742,132.66343,1.407,156,0.99,,1082,324.38,,,0.478,5167,0.787,,,,,4.555,358.9219346,292.23993,48.51157,
Kepler-1814 b,5942808,Kepler,CONFIRMED,2.935362067,136.18415,1.5043,1050,3.15,,1022,258.48,,,0.86,4922,0.823,,,,,4.505,319.889511,285.21667,41.282429,
Kepler-1158 b,6206214,Kepler,CONFIRMED,13.53953595,143.15629,4.389,134,2.32,,1079,320.19,,,0.219,6109,1.997,,,,,3.985,96.6050879,292.23395,41.575211,
Kepler-1159 b,8959839,Kepler,CONFIRMED,22.7082375,133.72114,3.503,299,1.72,,677,49.67,,,0.032,6170,0.992,,,,,4.472,296.483139,294.26633,45.204311,
Kepler-1160 b,7672097,Kepler,CONFIRMED,7.97033985,136.55775,2.6675,491,1.81,,839,116.77,,,0.107,5774,0.818,,,,,4.567,368.9775986,287.87939,43.364071,
K02336.01,6142862,Kepler,FALSE POSITIVE,5.33459393,133.43443,2.642,226,0.79,,627,36.55,,,0.158,4275,0.533,,,,,4.704,505.824662,296.97107,41.46701,
Kepler-1195 b,5599774,Kepler,CONFIRMED,8.49640437,138.73595,2.2128,834,2.14,,702,57.43,,,0.628,5093,0.709,,,,,4.586,385.4783577,284.3511,40.852982,
Kepler-1196 b,8099138,Kepler,CONFIRMED,66.1843646,141.62259,5.155,561,2.72,,436,8.57,,,0.877,5640,0.978,,,,,4.447,279.898132,292.36957,43.910809,
Kepler-1197 b,7033233,Kepler,CONFIRMED,2.032318856,132.64394,1.1596,288,1.12,,1011,247.21,,,0.009,4670,0.682,,,,,4.635,431.5190768,291.66928,42.59071,
K02339.02,7033233,Kepler,CANDIDATE,65.18703725,177.6208875,5.44,,,,,,,,,,,,,,,,0.01,291.66928,42.59071,
Kepler-501 c,6383785,Kepler,CONFIRMED,3.62275506,132.99267,2.7868,181,1.62,,1304,683.84,,,0.007,5794,1.216,,,,,4.282,191.4255925,297.20154,41.730209,
Kepler-1096 b,9411412,Kepler,CONFIRMED,2.892216772,132.87726,1.3596,361,1.31,,794,93.66,,,0.806,4229,0.615,,,,,4.655,451.8559444,294.70938,45.969501,
Kepler-1097 b,7008211,Kepler,CONFIRMED,187.746606,157.35064,5.885,1580,2.95,,267,1.2,,,0.015,5303,0.753,,,,,4.55,354.8133892,281.59415,42.596409,
Kepler-1098 b,7620413,Kepler,CONFIRMED,2.543063763,132.68159,2.8473,152,1.26,,1319,716.3,,,0.215,5579,1.029,,,,,4.389,244.9063242,295.50269,43.232792,
Kepler-121 b,4545187,Kepler,CONFIRMED,3.177414601,134.478892,1.5262,1130,2.65,,997,233.26,,,0.786,5303,0.708,,,,,4.63,426.5795188,286.16205,39.678001,
Kepler-1099 b,10854546,Kepler,CONFIRMED,2.168451063,132.14107,1.458,467,2.41,,1558,1389.18,,,0.207,6153,1.109,,,,,4.382,240.9905429,288.74994,48.277168,
Kepler-367 b,11774991,Kepler,CONFIRMED,37.8154157,141.10346,4.662,286,1.21,,401,6.09,,,0.533,4856,0.705,,,,,4.624,420.7266284,297.29242,49.981628,
Kepler-367 c,11774991,Kepler,CONFIRMED,53.5783052,171.1857,5.194,225,1.16,,357,3.82,,,0.769,4856,0.705,,,,,4.624,420.7266284,297.29242,49.981628,
K02174.01,8261920,Kepler,CANDIDATE,6.69332825,137.70324,2.311,782,2.44,,609,32.54,,,0.952,4245,0.637,,,,,4.641,437.5221052,300.24222,44.141399,
Kepler-1802 c,8261920,Kepler,CONFIRMED,33.1362861,169.50676,4.163,825,2.05,,357,3.86,,,0.791,4245,0.637,,,,,4.641,437.5221052,300.24222,44.141399,
Kepler-1802 b,8261920,Kepler,CONFIRMED,7.72513619,176.80202,2.042,382,1.71,,581,26.91,,,0.954,4245,0.637,,,,,4.641,437.5221052,300.24222,44.141399,
Kepler-1161 b,9112931,Kepler,CONFIRMED,10.71253475,137.16499,2.7186,1200,2.02,,485,13.09,,,0.72,4175,0.544,,,,,4.715,518.8000389,299.07709,45.440639,
Kepler-1162 b,9071593,Kepler,CONFIRMED,32.5635249,163.46038,5.418,578,2.05,,490,13.63,,,0.371,5225,0.859,,,,,4.505,319.889511,283.29214,45.434109,
Kepler-1815 b,8126558,Kepler,CONFIRMED,12.19140405,136.33677,1.8832,666,2.46,,763,80.01,,,0.091,5516,0.967,,,,,4.399,250.6109253,300.1705,43.98497,
Kepler-1163 b,11811193,Kepler,CONFIRMED,6.11784972,133.61873,3.458,60.5,1.05,,1211,509.24,,,0.391,6226,1.333,,,,,4.247,176.6037821,290.23584,50.03009,
Kepler-1164 b,3734418,Kepler,CONFIRMED,3.97599629,133.62238,2.2029,206,1.11,,936,181.47,,,0.331,5143,0.778,,,,,4.561,363.9150361,287.52963,38.894508,
Kepler-1198 b,8681734,Kepler,CONFIRMED,7.68478504,137.64035,2.447,274,1.47,,830,112.06,,,0.045,5344,0.907,,,,,4.469,294.4421634,288.83401,44.838249,
K02341.01,10232693,Kepler,FALSE POSITIVE,0.990516282,131.84152,2.019,102,3.52,,2841,15469.83,,,0.989,5975,2.399,,,,,3.755,56.88529308,299.84909,47.20256,
Kepler-1199 b,10212441,Kepler,CONFIRMED,15.0447098,133.20895,5.823,97.9,1.51,,931,177.24,,,0.022,5798,1.525,,,,,4.025,105.9253725,293.72586,47.24704,
K02343.01,6119141,Kepler,CANDIDATE,29.0726293,136.97364,2.516,440,2.32,,614,33.69,,,0.682,5799,1.042,,,,,4.37,234.4228815,290.37512,41.43375,
Kepler-1200 b,8247771,Kepler,CONFIRMED,1.118547814,132.84826,1.5534,235,0.98,,1174,447.97,,,0.221,4496,0.658,,,,,4.65,446.6835922,296.60342,44.129261,
Kepler-1100 b,8165946,Kepler,CONFIRMED,6.42199919,134.58037,2.6192,162,1.25,,1000,236.21,,,0.281,5985,0.981,,,,,4.468,293.7649652,291.87134,44.087379,
Kepler-1679 b,12017109,Kepler,CONFIRMED,9.75374033,134.06014,2.348,431,1.87,,813,103.3,,,0.295,5806,0.899,,,,,4.528,337.2873087,293.90057,50.427052,
Kepler-1101 b,9225395,Kepler,CONFIRMED,81.3153052,175.9957,5.807,716,2.55,,393,5.64,,,0.013,5325,0.975,,,,,4.39,245.4708916,294.56937,45.671261,
Kepler-1102 b,10709622,Kepler,CONFIRMED,51.3283527,177.67418,9.357,692,3.06,,546,21.06,,,0.582,6119,1.119,,,,,4.353,225.4239212,281.32257,48.066502,
Kepler-1103 b,11499228,Kepler,CONFIRMED,19.7919389,149.30719,3.787,384,2.58,,736,69.48,,,0.954,6285,1.039,,,,,4.441,276.0577856,287.38208,49.452389,
Kepler-368 b,9022166,Kepler,CONFIRMED,26.8475962,142.17023,10.068,254,3.2,,800,96.89,,,0.457,5508,1.988,,,,,3.897,78.88601176,291.88004,45.387932,
Kepler-1132 b,10965588,Kepler,CONFIRMED,62.8917493,139.12778,6.831,791,2.5,,384,5.13,,,0.632,5052,0.855,,,,,4.48,301.995172,286.36746,48.423931,
Kepler-369 c,10670119,Kepler,CONFIRMED,14.87149773,137.69573,2.4076,945,1.59,,391,5.51,,,0.018,3825,0.524,,,,,4.749,561.047976,293.67422,47.908459,
Kepler-369 b,10670119,Kepler,CONFIRMED,2.732767897,354.09581,1.1102,613,1.42,,687,52.68,,,0.748,3825,0.524,,,,,4.749,561.047976,293.67422,47.908459,
K00231.01,4043443,Kepler,FALSE POSITIVE,119.8401019,161.863461,3.6796,5450,26.96,,255,1,,,1.269,4602,0.675,,,,,4.637,433.5108784,287.40244,39.190731,
Kepler-498 b,8491277,Kepler,CONFIRMED,9.61375316,132.185679,4.654,798,3.27,,931,177.26,,,0.604,5997,1.11,,,,,4.364,231.206479,290.35815,44.518749,
K02261.02,3734418,Kepler,CANDIDATE,6.6254781,136.1733,2.358,122,0.9,,828,111.18,,,0.2113,5211,0.832,,,,,4.5,316.227766,287.52963,38.894508,
Kepler-1165 c,8613535,Kepler,CONFIRMED,29.9685917,147.8598,6.678,310,1.91,,644,40.76,,,0.282,6249,1.076,,,,,4.428,267.9168325,286.97128,44.708302,
Kepler-1166 b,12256520,Kepler,CONFIRMED,33.2407985,143.46683,4.675,342,1.51,,486,13.17,,,0.231,5382,0.827,,,,,4.571,372.3917063,290.34851,50.902851,
K02265.01,3337432,Kepler,FALSE POSITIVE,2.97600846,132.98121,4.274,103,2.27,,1892,3034.68,,,0.715,6208,2.088,,,,,3.898,79.0678628,290.13821,38.491184,
Kepler-1201 b,5629538,Kepler,CONFIRMED,15.18727049,134.05495,4.509,293,1.94,,789,91.56,,,0.839,6136,1.005,,,,,4.414,259.4179362,294.61481,40.833172,
Kepler-1202 b,8561231,Kepler,CONFIRMED,28.6853212,159.87094,6.307,689,2.69,,547,21.09,,,0.922,5726,0.838,,,,,4.559,362.2429984,292.29062,44.653252,
Kepler-1203 b,8235924,Kepler,CONFIRMED,0.588001053,132.058754,1.1451,297,0.99,,1188,473.45,,,0.403,3814,0.57,,,,,4.687,486.4072057,292.77338,44.178131,
Kepler-1204 b,6941084,Kepler,CONFIRMED,85.7357202,170.98121,7.625,748,2.94,,448,9.54,,,0.033,6096,1.077,,,,,4.397,249.4594727,289.4415,42.498131,
Kepler-1205 b,6200235,Kepler,CONFIRMED,1.078389713,133.25041,1.3394,301,1.98,,1667,1817.38,,,0.846,5325,0.985,,,,,4.384,242.1029047,290.27969,41.515049,
Kepler-1104 b,11460462,Kepler,CONFIRMED,5.03728033,134.1094,2.0619,76.3,1.55,,1321,720.22,,,0.96,6387,1.381,,,,,4.271,186.6379691,294.46854,49.33102,
Kepler-360 b,8612275,Kepler,CONFIRMED,3.289726319,131.75522,2.3274,235,1.37,,1116,367.18,,,0.052,5463,0.91,,,,,4.492,310.4559588,286.28473,44.781551,
Kepler-360 c,8612275,Kepler,CONFIRMED,7.18644594,136.62345,1.4972,402,2.19,,860,129.48,,,0.892,5463,0.91,,,,,4.492,310.4559588,286.28473,44.781551,
Kepler-417 c,7207061,Kepler,CONFIRMED,15.94248453,146.33157,3.4894,1090,2.62,,616,34.06,,,0.022,5376,0.806,,,,,4.576,376.703799,293.82431,42.779701,
Kepler-121 c,4545187,Kepler,CONFIRMED,41.0081117,147.03382,4.376,1000,2.64,,425,7.72,,,0.878,5303,0.708,,,,,4.63,426.5795188,286.16205,39.678001,
Kepler-1133 b,7286911,Kepler,CONFIRMED,11.55562042,138.19752,1.6758,442,2.11,,703,57.75,,,0.874,5420,0.85,,,,,4.555,358.9219346,293.32242,42.86747,
Kepler-1804 b,8591173,Kepler,CONFIRMED,12.2885046,141.61869,2.807,342,3.22,,913,164.61,,,0.632,5109,1.671,,,,,3.96,91.20108394,301.34286,44.672211,
Kepler-1134 b,6962109,Kepler,CONFIRMED,17.13263125,147.1546,3.0555,850,2.31,,611,32.91,,,0.298,5477,0.794,,,,,4.578,378.4425847,295.56799,42.478298,
Kepler-370 c,5706595,Kepler,CONFIRMED,19.0231361,139.65988,3.431,402,2.04,,647,41.5,,,0.698,5569,0.954,,,,,4.459,287.7398415,292.17114,40.916309,
Kepler-370 b,5706595,Kepler,CONFIRMED,4.57948235,135.09685,3.106,207,1.35,,1040,276.82,,,0.055,5569,0.954,,,,,4.459,287.7398415,292.17114,40.916309,
Kepler-1167 b,10489345,Kepler,CONFIRMED,1.003931703,132.09988,1.4361,491,1.6,,1419,962.58,,,0.023,4949,0.741,,,,,4.552,356.4511334,298.30273,47.694031,
K02269.01,11774303,Kepler,FALSE POSITIVE,0.614083885,132.46969,0.9817,390,2.55,,2603,10827.22,,,0.106,6521,1.276,,,,,4.352,224.9054606,297.01965,49.997379,
Kepler-1168 b,10329469,Kepler,CONFIRMED,55.8224775,169.03741,5.457,880,2.13,,379,4.85,,,0.031,5162,0.736,,,,,4.611,408.3193863,287.2977,47.455441,
K02272.01,9654875,Kepler,CANDIDATE,1.34145255,132.69106,7.502,26.6,1.31,,3015,19568.74,,,0.68,7495,2.389,,,,,3.926,84.33347578,294.15366,46.309681,
Kepler-1169 b,9717943,Kepler,CONFIRMED,6.11010439,136.91214,2.314,59.7,0.93,,1125,378.84,,,0.284,6213,1.195,,,,,4.387,243.7810818,294.91156,46.491459,
Kepler-502 b,8026752,Kepler,CONFIRMED,4.286866229,138.614882,4.4726,1320,4.14,,1217,517.66,,,0.757,6228,1.049,,,,,4.441,276.0577856,291.08014,43.860199,
Kepler-1828 b,1872821,Kepler,CONFIRMED,10.27380957,134.65748,3.252,353,1.68,,799,96.27,,,0.125,5806,0.899,,,,,4.528,337.2873087,292.42758,37.320808,
Kepler-381 c,8013439,Kepler,CONFIRMED,13.39155154,133.05499,3.391,48.9,1.58,,1180,459.23,,,0.539,6197,2.188,,,,,3.837,68.706844,285.1828,43.831078,
Kepler-381 b,8013439,Kepler,CONFIRMED,5.62904396,134.74679,3.7295,39.5,1.39,,1576,1459.41,,,0.237,6197,2.188,,,,,3.837,68.706844,285.1828,43.831078,
Kepler-381 d,8013439,Kepler,CONFIRMED,8.2562857,137.9267,2.0378,37.3,1.49,,1387,874.56,,,0.816,6197,2.188,,,,,3.837,68.706844,285.1828,43.831078,
Kepler-417 b,7207061,Kepler,CONFIRMED,12.33087921,361.9744,3.0664,872,2.34,,671,47.99,,,0.011,5376,0.806,,,,,4.576,376.703799,293.82431,42.779701,
Kepler-1105 b,6921944,Kepler,CONFIRMED,4.421566535,132.18465,2.1229,684,2.19,,729,66.94,,,0.869,4299,0.697,,,,,4.604,401.7908108,281.11176,42.45491,
Kepler-67 b,9532052,Kepler,CONFIRMED,15.72585941,133.98774,3.8284,1310,2.69,,602,31.13,,,0.122,5332,0.755,,,,,4.597,395.3666201,294.15332,46.166439,
Kepler-1106 b,8164012,Kepler,CONFIRMED,1.252753881,133.17054,2.1472,200,2.44,,2199,5545.35,,,0.4,5907,1.705,,,,,4.041,109.9005839,291.1452,44.062538,
Kepler-1795 b,4140813,Kepler,CONFIRMED,13.36019864,131.81481,2.788,700,1.84,,520,17.3,,,0.534,4500,0.688,,,,,4.638,434.5102242,286.47934,39.269958,
Kepler-1135 b,8611781,Kepler,CONFIRMED,76.957056,192.33682,9.551,367,2.09,,451,9.81,,,0.638,5878,1.041,,,,,4.363,230.6747189,286.00296,44.756592,
K02186.01,3097926,Kepler,CANDIDATE,14.97974335,143.46174,4.126,1210,3.79,,620,34.95,,,0.93,5062,0.853,,,,,4.481,302.6913428,285.90848,38.212719,
K02188.02,10518424,Kepler,CANDIDATE,6.7445683,135.5092,3.813,86.6,0.86,,983,220.68,,,0.1199,6106,0.923,,,,,4.496,313.3285724,283.75385,47.796951,
K02189.01,5730445,Kepler,CANDIDATE,33.35859852,137.57061,2.286,1830,4.44,,459,10.46,,,0.937,5009,0.799,,,,,4.515,327.3406949,298.07474,40.94899,
Kepler-1805 b,5601258,Kepler,CONFIRMED,8.84784273,140.15085,2.0572,460,1.15,,479,12.48,,,0.047,3867,0.552,,,,,4.718,522.396189,285.08655,40.898998,
Kepler-1170 b,7960980,Kepler,CONFIRMED,9.98970266,133.76102,3.7,988,2.48,,705,58.26,,,0.005,5265,0.81,,,,,4.58,380.1893963,292.16858,43.779671,
Kepler-499 b,8107225,Kepler,CONFIRMED,5.63252508,133.81818,2.1448,634,2.04,,844,119.75,,,0.455,5216,0.804,,,,,4.58,380.1893963,295.10995,43.915211,
Kepler-1171 b,3458028,Kepler,CONFIRMED,1.442592305,134.07188,2.9698,166,2.67,,2700,12557.23,,,0.207,7216,2.043,,,,,3.983,96.16122784,294.95892,38.591572,
Kepler-376 c,3342794,Kepler,CONFIRMED,14.17222858,142.60134,2.6297,247,2.39,,873,137.33,,,0.869,5845,1.314,,,,,4.2,158.4893192,291.60718,38.410389,
Kepler-376 b,3342794,Kepler,CONFIRMED,4.92031063,135.40577,4.046,81,1.18,,1242,562.99,,,0.242,5845,1.314,,,,,4.2,158.4893192,291.60718,38.410389,
Kepler-1830 b,5716932,Kepler,CONFIRMED,56.4931698,143.99262,8.704,412,4.43,,681,50.79,,,0.707,6160,2.046,,,,,3.976,94.62371614,295.1391,40.979061,
Kepler-124 c,11288051,Kepler,CONFIRMED,13.82142084,131.79237,3.985,765,2.2,,560,23.15,,,0.904,4983,0.651,,,,,4.66,457.0881896,286.75278,49.064911,
K02360.01,7515670,Kepler,FALSE POSITIVE,2.30367952,133.76909,3.0898,136,1.3,,1384,866.21,,,0.964,6191,0.865,,,,,4.546,351.5604405,287.80408,43.168961,
Kepler-1831 b,11566256,Kepler,CONFIRMED,5.78387049,135.5798,1.3966,413,2.07,,1051,288.69,,,0.227,6063,1.012,,,,,4.476,299.2264637,295.30255,49.589119,
Kepler-1208 b,8495415,Kepler,CONFIRMED,11.08507658,355.03627,1.751,772,2.5,,665,46.17,,,0.819,5080,0.793,,,,,4.538,345.1437393,291.88126,44.555729,
Kepler-1107 b,4055304,Kepler,CONFIRMED,0.571038347,131.653752,1.1267,242,1.65,,1897,3069.59,,,0.876,5132,0.886,,,,,4.457,286.417797,291.04993,39.14167,
Kepler-1680 b,4857213,Kepler,CONFIRMED,8.77425786,132.33386,2.2245,240,1.75,,771,83.63,,,0.917,5146,0.905,,,,,4.445,278.6121169,297.07465,39.933849,
Kepler-1108 b,9415108,Kepler,CONFIRMED,4.51005082,134.56954,2.1533,295,1.74,,1063,301.74,,,0.115,5362,1.032,,,,,4.352,224.9054606,296.04233,45.985142,
Kepler-1109 b,4262581,Kepler,CONFIRMED,37.6468519,161.46355,6.344,427,5.37,,787,90.85,,,0.008,5443,2.652,,,,,3.74,54.95408739,291.64624,39.396629,
Kepler-1796 b,8591693,Kepler,CONFIRMED,29.4557841,154.17062,3.451,534,2.19,,598,30.3,,,0.018,6036,0.949,,,,,4.491,309.7419299,301.54297,44.60561,
Kepler-122 c,4833421,Kepler,CONFIRMED,12.46600444,134.003258,5.0066,2230,5.65,,897,152.76,,,0.209,6038,1.191,,,,,4.284,192.3091729,291.11188,39.949108,
Kepler-1136 b,8282651,Kepler,CONFIRMED,2.361724472,133.23932,1.2167,587,1.53,,922,170.59,,,0.009,4478,0.651,,,,,4.615,412.0975191,284.10779,44.245811,
Kepler-371 b,3548044,Kepler,CONFIRMED,34.7630543,161.74217,4.309,294,1.75,,554,22.23,,,0.731,5670,0.95,,,,,4.387,243.7810818,292.32645,38.657581,
Kepler-372 c,11401767,Kepler,CONFIRMED,20.0545282,136.56587,7.173,305,2.63,,755,76.97,,,0.939,6056,1.209,,,,,4.332,214.7830474,291.2562,49.258949,
Kepler-1138 b,10909127,Kepler,CONFIRMED,3.17059731,132.67813,1.6686,325,1.69,,1080,321.28,,,0.793,5431,0.843,,,,,4.563,365.5947916,285.89923,48.307301,
Kepler-377 c,3661886,Kepler,CONFIRMED,27.0142622,132.52245,5.385,288,2,,677,49.65,,,0.009,5949,1.184,,,,,4.303,200.9092813,295.422,38.735691,
Kepler-377 b,3661886,Kepler,CONFIRMED,12.50945798,136.99217,3.479,155,1.54,,875,138.54,,,0.626,5949,1.184,,,,,4.303,200.9092813,295.422,38.735691,
Kepler-1172 b,2439243,Kepler,CONFIRMED,26.0203329,154.5286,4.965,1160,4.53,,675,49.09,,,0.704,5624,1.244,,,,,4.218,165.1961798,290.47452,37.766602,
Kepler-1173 b,9221517,Kepler,CONFIRMED,0.769854899,132.51944,1.0243,110,0.93,,1650,1756.8,,,0.705,5173,0.822,,,,,4.55,354.8133892,293.1311,45.663551,
Kepler-1174 b,6751874,Kepler,CONFIRMED,6.89226333,132.4644,2.4921,214,2.13,,1156,422.14,,,0.061,5862,1.463,,,,,4.148,140.6047524,281.83145,42.298908,
Kepler-1210 b,10863608,Kepler,CONFIRMED,8.07127043,137.76604,2.393,318,1.53,,856,126.94,,,0.271,5766,0.853,,,,,4.517,328.8516309,292.83215,48.21936,
Kepler-1211 b,5602588,Kepler,CONFIRMED,11.01819178,139.87858,4.635,546,2.64,,840,117.97,,,0.883,6075,0.969,,,,,4.486,306.1963434,285.72079,40.85696,
Kepler-124 d,11288051,Kepler,CONFIRMED,30.9505927,153.84507,5.394,301,1.51,,428,7.91,,,0.958,4983,0.651,,,,,4.66,457.0881896,286.75278,49.064911,
K02369.02,5602588,Kepler,CANDIDATE,6.3143447,173.3097,2.796,191,1.34,,1012,247.53,,,0.0584,6075,0.969,,,,,4.486,306.1963434,285.72079,40.85696,
K02370.01,5385304,Kepler,CANDIDATE,78.7327023,168.72926,5.041,496,7.76,,761,79.13,,,0.956,6715,2.763,,,,,3.754,56.75446054,297.5582,40.541309,
K00224.01,5547480,Kepler,FALSE POSITIVE,3.979867514,132.071233,2.3607,908,26.5,,1173,446.89,,,1.216,6032,0.973,,,,,4.485,305.4921113,295.6402,40.794842,
K02124.01,11462341,Kepler,CANDIDATE,42.3375799,158.25187,4.924,355,1.45,,311,2.21,,,0.947,4132,0.581,,,,,4.682,480.8393484,295.28854,49.379791,
Kepler-1797 b,9405595,Kepler,CONFIRMED,23.3593589,144.01826,5.389,570,2.98,,684,51.68,,,0.94,6244,1.009,,,,,4.46,288.4031503,292.46429,45.968288,
Kepler-1110 b,3546060,Kepler,CONFIRMED,9.69310837,134.53003,2.734,1130,2.12,,609,32.4,,,0.534,4818,0.618,,,,,4.639,435.5118737,291.80801,38.6227,
K02128.01,7019489,Kepler,FALSE POSITIVE,24.2598301,132.47982,3.897,1540,25.42,,547,21.13,,,1.244,5485,0.805,,,,,4.574,374.9730022,286.94415,42.580631,
K02201.01,2141783,Kepler,FALSE POSITIVE,116.5214317,144.13378,5.577,772,44.41,,457,10.33,,,1.26,6056,1.411,,,,,4.179,151.0080154,286.37,37.552521,
Kepler-1139 b,4144576,Kepler,CONFIRMED,0.813166357,131.82536,1.4122,174,1.14,,1693,1945.44,,,0.06,5237,0.887,,,,,4.5,316.227766,287.94562,39.230572,
Kepler-1807 b,8494542,Kepler,CONFIRMED,10.86062378,136.65957,2.2874,190,2.09,,1108,356.24,,,0.261,6455,1.496,,,,,4.125,133.3521432,291.54941,44.52729,
Kepler-1140 b,9992325,Kepler,CONFIRMED,24.08632177,148.20086,2.236,1040,2.78,,500,14.78,,,0.802,4973,0.768,,,,,4.537,344.3499308,281.69397,46.946449,
K02206.01,11073656,Kepler,CANDIDATE,1.834277283,132.85895,1.7499,287,1.64,,1459,1068.36,,,0.381,5751,0.958,,,,,4.458,287.0780582,285.96802,48.67905,
K02283.01,10206675,Kepler,FALSE POSITIVE,17.40208965,141.93057,3.745,617,16.37,,422,7.49,,,1.216,4098,0.615,,,,,4.662,459.1980128,291.37744,47.21257,
Kepler-1175 b,9945370,Kepler,CONFIRMED,37.9456138,134.78331,4.093,1030,2.79,,515,16.61,,,0.263,5861,0.865,,,,,4.546,351.5604405,289.1427,46.812889,
K00027.01,3832716,Kepler,FALSE POSITIVE,1.141877248,170.3386848,4.33931,309000,88.62,,2184,5358.79,,,0.598,6158,1.368,,,,,4.152,141.9057522,285.39404,38.904911,
K00236.01,8453211,Kepler,FALSE POSITIVE,5.77675928,143.09616,6.789,3520,32.77,,954,195.79,,,1.272,5544,0.875,,,,,4.435,272.2701308,298.80206,44.420349,
Kepler-1176 b,8973129,Kepler,CONFIRMED,24.1738244,135.62471,3.056,533,2.21,,595,29.69,,,0.251,5468,0.968,,,,,4.427,267.3006409,297.91974,45.274158,
Kepler-1829 b,12505654,Kepler,CONFIRMED,5.186737262,134.99509,0.8023,713,2.4,,860,129.37,,,0.825,5230,0.777,,,,,4.594,392.6449354,288.66449,51.498421,
K02354.01,7215678,Kepler,CANDIDATE,1.151244686,132.64551,1.272,270,40.32,,1756,2253.09,,,1.387,6086,0.921,,,,,4.511,324.3396173,296.06625,42.768219,
Kepler-1206 b,11670125,Kepler,CONFIRMED,1.217000383,132.03128,1.3285,460,1.58,,1314,707.61,,,0.028,4859,0.757,,,,,4.545,350.751874,295.93842,49.791142,
Kepler-1207 b,11461844,Kepler,CONFIRMED,13.6823798,139.18611,4.153,180,1.43,,802,97.74,,,0.595,6102,1.026,,,,,4.457,286.417797,295.06424,49.35899,
K02357.01,7449554,Kepler,CANDIDATE,2.42088277,133.57809,2.812,223,2.27,,1616,1615.12,,,0.227,5583,1.53,,,,,4.077,119.3988104,293.20377,43.057011,
Kepler-1111 b,9351920,Kepler,CONFIRMED,8.79618433,135.67645,3.3781,286,1.77,,938,183.26,,,0.05,6142,1.046,,,,,4.456,285.7590543,295.46338,45.81274,
Kepler-1798 b,2161536,Kepler,CONFIRMED,16.85592593,138.26808,2.309,872,1.7,,408,6.52,,,0.038,3967,0.587,,,,,4.674,472.0630413,291.7262,37.5289,
Kepler-1112 b,10549023,Kepler,CONFIRMED,14.36270451,141.435,4.564,349,2.31,,918,167.88,,,0.272,6643,1.216,,,,,4.357,227.5097431,296.96881,47.751492,
Kepler-1681 b,9661979,Kepler,CONFIRMED,69.8956789,160.66805,5.276,548,3.04,,442,8.99,,,0.872,5390,1.104,,,,,4.303,200.9092813,296.69727,46.371712,
Kepler-91 b,8219268,Kepler,CONFIRMED,6.24667547,136.38688,11.261,397,14.93,,1902,3095.83,,,0.877,4604,6.221,,,,,2.936,8.629785478,285.67288,44.11673,
Kepler-1141 b,10531955,Kepler,CONFIRMED,2.344512589,132.87316,1.4116,58.9,0.97,,1471,1106.25,,,0.803,5821,1.132,,,,,4.328,212.8139046,290.54364,47.725887,
Kepler-122 b,4833421,Kepler,CONFIRMED,5.766165573,134.01725,3.8314,365,2.27,,1159,426.48,,,0.017,6038,1.191,,,,,4.284,192.3091729,291.11188,39.949108,
Kepler-1142 b,8168187,Kepler,CONFIRMED,18.3027235,142.89166,8.262,187,2.72,,902,156.71,,,0.742,5528,1.839,,,,,3.892,77.98301105,292.71445,44.082329,
Kepler-1143 b,4142847,Kepler,CONFIRMED,2.888904439,132.15271,1.6043,402,1.68,,976,215.06,,,0.77,4895,0.759,,,,,4.589,388.150366,287.30283,39.289688,
Kepler-1144 b,10203349,Kepler,CONFIRMED,17.14648756,140.66122,4.2354,440,3.64,,811,102.24,,,0.918,5559,1.412,,,,,4.127,133.9676687,290.04327,47.25798,
Kepler-378 b,9718066,Kepler,CONFIRMED,16.09227518,142.51659,2.1072,129,0.98,,503,15.15,,,0.932,4657,0.67,,,,,4.641,437.5221052,294.94858,46.438641,
K02288.01,3440978,Kepler,CANDIDATE,38.103908,161.08647,3.837,961,4.08,,456,10.22,,,0.987,5250,0.771,,,,,4.522,332.6595533,290.703,38.567032,
Kepler-379 c,3867615,Kepler,CONFIRMED,62.7843981,157.30698,4.81,325,2.28,,530,18.7,,,0.272,6053,1.26,,,,,4.279,190.107828,295.70111,38.945831,
Kepler-1816 b,12121570,Kepler,CONFIRMED,91.500873,165.67309,4.842,705,1.82,,310,2.18,,,0.032,5051,0.706,,,,,4.628,424.6195639,296.85101,50.698929,
Kepler-1817 b,8410415,Kepler,CONFIRMED,44.2993483,141.28194,4.298,798,2.68,,463,10.85,,,0.614,5316,0.915,,,,,4.459,287.7398415,282.03329,44.478008,
